id,year_birth,education,marital_status,income,income_r$,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age
7129,1962,phd,married,"R$ 54.693,00","5469300,00%",0,1,,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,63
5866,1974,graduation,together,"R$ 48.186,00","4818600,00%",1,0,,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,51
10521,1977,graduation,married,"R$ 54.809,00","5480900,00%",1,1,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,48
7393,1978,graduation,together,"R$ 41.580,00","4158000,00%",1,1,2012-10-12,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,47
7849,1970,phd,married,"R$ 80.336,00","8033600,00%",0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,55
332,1957,graduation,married,"R$ 47.743,00","4774300,00%",0,1,,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,68
9847,1955,2n cycle,married,"R$ 62.972,00","6297200,00%",0,1,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,70
531,1954,phd,divorced,"R$ 57.333,00","5733300,00%",0,1,,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,71
9576,1982,phd,together,"R$ 32.313,00","3231300,00%",1,0,2013-11-02,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,43
6906,1953,master,widow,"R$ 84.953,00","8495300,00%",0,0,2013-03-06,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,72
7419,1968,master,divorced,"R$ 27.071,00","2707100,00%",1,0,,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,57
3170,1957,master,together,"R$ 68.148,00","6814800,00%",0,0,,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,68
8527,1965,master,together,"R$ 65.735,00","6573500,00%",1,1,2013-07-12,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,60
7872,1975,phd,married,"R$ 86.836,00","8683600,00%",0,0,2012-12-09,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,50
9931,1963,phd,married,"R$ 4.023,00","402300,00%",1,1,,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,62
10595,1990,graduation,married,"R$ 30.093,00","3009300,00%",0,0,2013-08-07,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35
4609,1966,phd,married,"R$ 57.705,00","5770500,00%",0,1,2014-11-01,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,59
5010,1988,graduation,single,"R$ 25.008,00","2500800,00%",1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,37
4427,1995,2n cycle,single,"R$ 83.257,00","8325700,00%",0,0,,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,30
11148,1975,graduation,together,"R$ 22.280,00","2228000,00%",1,0,,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50
1168,1978,phd,married,"R$ 72.159,00","7215900,00%",0,0,,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,47
9595,1961,graduation,together,"R$ 64.260,00","6426000,00%",0,0,2013-11-01,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,64
10163,1984,phd,single,"R$ 82.733,00","8273300,00%",0,0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,41
2886,1971,master,divorced,"R$ 74.290,00","7429000,00%",0,1,2013-12-08,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,54
6710,1951,master,single,"R$ 58.217,00","5821700,00%",2,1,,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,74
5316,1976,master,together,"R$ 21.024,00","2102400,00%",0,0,2013-04-07,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,49
9029,1972,phd,married,"R$ 70.116,00","7011600,00%",0,0,,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,53
521,1985,graduation,together,"R$ 54.006,00","5400600,00%",1,0,,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,40
1459,1966,phd,married,"R$ 69.063,00","6906300,00%",0,1,2012-07-11,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,59
10241,1975,2n cycle,divorced,"R$ 11.448,00","1144800,00%",0,0,,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,50
1630,1979,graduation,single,"R$ 61.825,00","6182500,00%",0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,46
3254,1971,graduation,married,"R$ 70.886,00","7088600,00%",1,0,,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,54
9064,1982,graduation,married,"R$ 69.109,00","6910900,00%",0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43
3678,1973,graduation,widow,"R$ 60.208,00","6020800,00%",1,1,2012-07-10,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,52
4227,1968,master,together,"R$ 32.889,00","3288900,00%",1,1,2013-06-09,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,57
9467,1984,graduation,single,"R$ 34.738,00","3473800,00%",1,0,2014-11-05,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,41
8486,1971,master,together,"R$ 30.538,00","3053800,00%",1,0,2012-01-10,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,54
2186,1977,2n cycle,together,"R$ 82.326,00","8232600,00%",0,0,2014-10-03,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,48
3286,1967,phd,divorced,"R$ 26.642,00","2664200,00%",1,0,2014-01-03,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,58
8602,1964,graduation,divorced,"R$ 69.932,00","6993200,00%",0,1,2013-12-06,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,61
3722,1972,graduation,single,"R$ 44.503,00","4450300,00%",1,1,,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,53
6715,1948,phd,single,"R$ 60.200,00","6020000,00%",0,1,2013-02-01,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,77
4796,1952,graduation,divorced,"R$ 49.638,00","4963800,00%",0,1,,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,73
9612,1987,2n cycle,single,"R$ 23.830,00","2383000,00%",0,0,2014-07-02,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,38
3766,1959,master,widow,"R$ 33.051,00","3305100,00%",0,0,,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,66
1399,1958,graduation,married,"R$ 72.905,00","7290500,00%",0,0,,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,67
1570,1951,phd,together,"R$ 69.702,00","6970200,00%",0,1,,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,74
3426,1975,graduation,divorced,"R$ 70.300,00","7030000,00%",1,0,,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,50
3074,1984,phd,married,"R$ 70.643,00","7064300,00%",0,0,,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,41
8341,1969,phd,married,"R$ 30.396,00","3039600,00%",1,0,,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,56
5180,1968,phd,divorced,"R$ 50.616,00","5061600,00%",0,1,,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,57
6461,1969,master,single,"R$ 62.772,00","6277200,00%",0,1,,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,56
7679,1985,phd,single,"R$ 30.298,00","3029800,00%",0,0,,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,40
10702,1984,graduation,single,"R$ 52.413,00","5241300,00%",1,0,2012-03-11,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,41
7505,1957,phd,married,"R$ 44.155,00","4415500,00%",1,1,,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,68
5113,1971,phd,divorced,"R$ 86.979,00","8697900,00%",0,0,2013-07-11,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,54
10858,1975,graduation,together,"R$ 76.532,00","7653200,00%",1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,50
2961,1982,graduation,married,"R$ 42.081,00","4208100,00%",1,0,,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,43
2747,1988,phd,married,"R$ 67.546,00","6754600,00%",0,0,,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,37
3010,1989,master,together,"R$ 88.420,00","8842000,00%",0,0,2014-02-05,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,36
5790,1985,graduation,married,"R$ 31.158,00","3115800,00%",1,0,,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40
6892,1968,graduation,divorced,"R$ 61.671,00","6167100,00%",0,1,2014-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,57
1743,1974,graduation,single,"R$ 69.719,00","6971900,00%",0,0,,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,51
3578,1949,graduation,divorced,"R$ 49.160,00","4916000,00%",0,1,,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,76
8462,1978,basic,together,"R$ 24.882,00","2488200,00%",1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,47
5558,1954,phd,single,"R$ 90.933,00","9093300,00%",0,0,,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,71
4619,1945,phd,single,"R$ 113.734,00","11373400,00%",0,0,,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,80
8780,1950,phd,together,"R$ 59.292,00","5929200,00%",0,1,,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,75
10789,1964,phd,married,"R$ 45.759,00","4575900,00%",1,1,,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61
10779,1983,graduation,single,"R$ 22.148,00","2214800,00%",0,0,,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42
5896,1987,master,married,"R$ 73.395,00","7339500,00%",0,0,,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,38
2337,1971,graduation,divorced,"R$ 29.819,00","2981900,00%",1,0,,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,54
10951,1968,graduation,married,"R$ 45.688,00","4568800,00%",0,1,,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,57
544,1954,graduation,married,"R$ 62.820,00","6282000,00%",0,0,2013-11-05,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,71
17,1971,phd,married,"R$ 60.491,00","6049100,00%",0,1,2013-06-09,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,54
10680,1986,graduation,together,"R$ 33.235,00","3323500,00%",1,0,2014-05-02,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,39
3265,1959,graduation,married,"R$ 35.701,00","3570100,00%",0,0,,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,66
5623,1980,master,married,"R$ 31.535,00","3153500,00%",1,0,,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,45
5832,1960,2n cycle,together,"R$ 92.556,00","9255600,00%",0,0,,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,65
5544,1970,graduation,single,"R$ 67.384,00","6738400,00%",0,1,2012-10-11,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,55
6417,1971,master,together,"R$ 80.573,00","8057300,00%",0,0,,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,54
5831,1967,graduation,married,"R$ 77.870,00","7787000,00%",0,1,,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,58
7101,1963,phd,widow,"R$ 52.278,00","5227800,00%",0,1,,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,62
10176,1968,graduation,single,"R$ 57.107,00","5710700,00%",0,1,,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,57
2326,1990,graduation,married,"R$ 18.929,00","1892900,00%",0,0,,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,35
4385,1981,phd,single,"R$ 36.038,00","3603800,00%",1,0,,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,44
2929,1976,graduation,single,"R$ 20.180,00","2018000,00%",0,0,,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,49
10686,1965,phd,together,"R$ 34.230,00","3423000,00%",1,1,,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,60
2546,1977,2n cycle,single,"R$ 31.878,00","3187800,00%",0,1,,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,48
3283,1972,2n cycle,married,"R$ 70.932,00","7093200,00%",0,1,,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,53
3138,1956,graduation,single,"R$ 91.249,00","9124900,00%",0,0,,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,69
4994,1943,master,single,"R$ 77.598,00","7759800,00%",0,0,2013-01-10,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,82
7966,1959,graduation,single,"R$ 80.982,00","8098200,00%",1,1,2013-08-01,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,66
3112,1977,master,married,"R$ 22.701,00","2270100,00%",1,0,2013-05-09,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,48
10872,1969,phd,married,"R$ 55.212,00","5521200,00%",0,1,,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,56
2181,1970,graduation,married,"R$ 70.617,00","7061700,00%",0,0,,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,55
1867,1957,graduation,single,"R$ 64.849,00","6484900,00%",0,0,,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,68
1518,1965,master,married,"R$ 62.694,00","6269400,00%",1,1,,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,60
5734,1974,phd,married,"R$ 61.917,00","6191700,00%",1,1,,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,51
2878,1947,phd,married,"R$ 67.472,00","6747200,00%",0,1,,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,78
1458,1982,master,married,"R$ 21.059,00","2105900,00%",1,0,2014-07-01,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0,43
7007,1968,master,married,"R$ 29.543,00","2954300,00%",2,0,2014-01-04,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0,57
6200,1951,graduation,married,"R$ 75.903,00","7590300,00%",0,1,2013-08-04,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,74
1403,1975,2n cycle,together,"R$ 34.984,00","3498400,00%",1,1,2012-06-09,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50
4827,1956,phd,single,"R$ 54.998,00","5499800,00%",0,1,2013-10-03,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,69
6250,1949,phd,widow,"R$ 54.356,00","5435600,00%",0,1,,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,76
9291,1959,master,married,"R$ 34.242,00","3424200,00%",0,1,,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,66
2478,1973,graduation,married,"R$ 25.410,00","2541000,00%",1,0,,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0,52
1139,1984,phd,married,"R$ 73.356,00","7335600,00%",0,0,2014-06-02,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,41
5138,1950,graduation,together,"R$ 28.320,00","2832000,00%",0,1,,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,75
5393,1977,graduation,single,"R$ 23.763,00","2376300,00%",1,0,2012-07-08,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48
10413,1984,graduation,married,"R$ 72.570,00","7257000,00%",0,0,,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,0,41
5015,1976,master,married,"R$ 34.529,00","3452900,00%",1,0,,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,3,11,0,49
10868,1951,graduation,widow,"R$ 70.792,00","7079200,00%",0,0,2013-06-02,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0,74
10676,1982,graduation,married,"R$ 63.211,00","6321100,00%",0,0,2012-02-11,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,1,43
2495,1974,master,married,"R$ 83.891,00","8389100,00%",0,1,,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,3,11,0,51
7842,1968,graduation,single,"R$ 36.065,00","3606500,00%",1,1,,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,57
9955,1954,graduation,together,"R$ 39.898,00","3989800,00%",0,1,2013-12-02,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0,71
6663,1940,phd,single,"R$ 51.141,00","5114100,00%",0,0,2013-08-07,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,85
2162,1976,graduation,married,"R$ 56.939,00","5693900,00%",0,1,,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,3,11,0,49
3434,1951,graduation,single,"R$ 80.872,00","8087200,00%",0,0,2014-12-05,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,74
7919,1976,phd,together,"R$ 72.335,00","7233500,00%",0,0,,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,3,11,1,49
5626,1964,phd,single,"R$ 61.798,00","6179800,00%",0,0,,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,3,11,0,61
6428,1950,phd,widow,"R$ 76.842,00","7684200,00%",0,0,2014-03-05,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,3,11,0,75
8514,1976,graduation,together,"R$ 29.478,00","2947800,00%",1,0,,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,49
10448,1956,graduation,single,"R$ 46.998,00","4699800,00%",0,1,,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,3,11,0,69
2109,1990,graduation,single,"R$ 96.843,00","9684300,00%",0,0,,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,3,11,1,35
7530,1950,phd,widow,"R$ 56.551,00","5655100,00%",1,1,2014-07-05,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,75
8925,1965,master,married,"R$ 70.053,00","7005300,00%",0,1,2013-03-07,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,3,11,0,60
3009,1962,phd,widow,"R$ 71.670,00","7167000,00%",0,0,2013-09-07,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,63
6355,1978,graduation,married,"R$ 44.359,00","4435900,00%",1,1,,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,3,11,0,47
3517,1952,graduation,single,"R$ 40.887,00","4088700,00%",1,1,2013-06-05,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,3,11,1,73
1158,1966,graduation,divorced,"R$ 48.877,00","4887700,00%",0,1,2014-05-01,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0,59
6203,1947,graduation,together,"R$ 74.485,00","7448500,00%",0,0,,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,78
7165,1972,graduation,together,"R$ 64.474,00","6447400,00%",0,1,,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,53
3595,1963,graduation,together,"R$ 77.226,00","7722600,00%",0,1,,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,62
8537,1949,graduation,widow,"R$ 72.643,00","7264300,00%",0,0,,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1,76
4331,1978,master,together,"R$ 85.738,00","8573800,00%",0,0,,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,3,11,0,47
6281,1966,graduation,divorced,"R$ 55.686,00","5568600,00%",0,1,,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,3,11,0,59
4338,1983,graduation,single,"R$ 39.062,00","3906200,00%",1,0,,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0,42
2452,1971,graduation,together,"R$ 34.600,00","3460000,00%",1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,54
9507,1975,graduation,married,"R$ 40.794,00","4079400,00%",0,1,2013-07-04,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,0,50
8360,1971,2n cycle,married,"R$ 54.690,00","5469000,00%",1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,54
10311,1969,graduation,married,"R$ 4.428,00","442800,00%",0,1,2013-05-10,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,3,11,0,56
5117,1963,2n cycle,married,"R$ 32.632,00","3263200,00%",0,0,2012-02-08,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,62
4867,1968,phd,single,"R$ 38.236,00","3823600,00%",1,1,,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,3,11,0,57
9289,1979,graduation,married,"R$ 36.781,00","3678100,00%",1,0,2014-10-04,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,3,11,1,46
10913,1984,master,single,"R$ 31.385,00","3138500,00%",1,0,2012-05-12,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,41
3032,1984,graduation,married,"R$ 24.570,00","2457000,00%",1,0,,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0,41
8524,1974,phd,divorced,"R$ 25.509,00","2550900,00%",1,0,,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,51
3334,1951,graduation,married,"R$ 94.642,00","9464200,00%",0,0,2014-12-02,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,74
4470,1962,master,married,"R$ 58.646,00","5864600,00%",0,1,2013-10-06,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,63
1406,1975,graduation,single,"R$ 53.201,00","5320100,00%",1,1,2013-12-02,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,3,11,0,50
8619,1957,graduation,together,"R$ 21.994,00","2199400,00%",0,1,,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,68
10821,1978,graduation,married,"R$ 57.113,00","5711300,00%",1,1,2013-06-02,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,3,11,0,47
4552,1991,graduation,married,"R$ 51.373,00","5137300,00%",0,0,,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,3,11,0,34
898,1986,graduation,married,"R$ 23.477,00","2347700,00%",1,0,,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39
9797,1956,graduation,married,"R$ 58.116,00","5811600,00%",0,1,,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,3,11,0,69
10949,1963,phd,divorced,"R$ 72.968,00","7296800,00%",0,0,,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,3,11,1,62
8212,1971,master,married,"R$ 39.791,00","3979100,00%",0,1,,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,3,11,0,54
6248,1947,master,single,"R$ 91.712,00","9171200,00%",0,0,,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,3,11,1,78
10164,1958,graduation,single,"R$ 94.472,00","9447200,00%",0,1,2014-03-04,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,3,11,0,67
4547,1960,graduation,together,"R$ 13.672,00","1367200,00%",1,1,,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,3,11,0,65
6815,1980,2n cycle,married,"R$ 96.547,00","9654700,00%",0,0,,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,3,11,1,45
4122,1975,graduation,married,"R$ 79.205,00","7920500,00%",0,0,,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,3,11,1,50
10841,1975,phd,together,"R$ 56.559,00","5655900,00%",0,1,,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0,50
5370,1973,phd,married,"R$ 32.644,00","3264400,00%",1,0,,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,0,52
176,1980,2n cycle,single,"R$ 67.506,00","6750600,00%",0,1,2014-02-01,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,3,11,0,45
4860,1970,graduation,single,"R$ 24.206,00","2420600,00%",1,0,2013-08-03,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55
